Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Minnesota,Minnesota,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,34.5,31.7,37.3,31.7 - 37.3,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Mississippi,Mississippi,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,36.6,32.4,41.0,32.4 - 41.0,36.4-39.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Missouri,Missouri,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,34.3,30.6,38.1,30.6 - 38.1,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Montana,Montana,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,33.5,29.2,38.0,29.2 - 38.0,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nebraska,Nebraska,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,31.8,28.5,35.2,28.5 - 35.2,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nevada,Nevada,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,35.8,32.4,39.3,32.4 - 39.3,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,40.0,36.9,43.1,36.9 - 43.1,39.6-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Jersey,New Jersey,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,38.4,34.8,42.2,34.8 - 42.2,36.4-39.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Mexico,New Mexico,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,40.2,36.1,44.5,36.1 - 44.5,39.6-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New York,New York,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,39.3,36.1,42.7,36.1 - 42.7,36.4-39.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Carolina,North Carolina,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,33.6,30.4,36.9,30.4 - 36.9,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Dakota,North Dakota,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,28.2,23.9,32.7,23.9 - 32.7,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Ohio,Ohio,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,34.4,29.8,39.3,29.8 - 39.3,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,32.9,29.0,36.9,29.0 - 36.9,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oregon,Oregon,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,43.3,40.4,46.1,40.4 - 46.1,39.6-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,36.2,33.3,39.1,33.3 - 39.1,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,41.4,36.8,46.2,36.8 - 46.2,39.6-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Carolina,South Carolina,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,36.0,31.9,40.4,31.9 - 40.4,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Dakota,South Dakota,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,27.2,23.7,31.0,23.7 - 31.0,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Tennessee,Tennessee,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,32.8,29.8,35.9,29.8 - 35.9,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Texas,Texas,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,37.5,34.4,40.6,34.4 - 40.6,36.4-39.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Utah,Utah,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,31.6,28.6,34.7,28.6 - 34.7,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Vermont,Vermont,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,33.7,29.6,38.1,29.6 - 38.1,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Virginia,Virginia,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,39.7,36.6,42.8,36.6 - 42.8,39.6-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Washington,Washington,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,40.3,37.9,42.6,37.9 - 42.6,39.6-47.4
"Delayed or Did Not Get Care, Last 4 Weeks",By State,West Virginia,West Virginia,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,36.2,31.6,41.0,31.6 - 41.0,33.7-36.3
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,32.5,29.4,35.8,29.4 - 35.8,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wyoming,Wyoming,2,14,Sep 2 - Sep 14,2020-09-02,2020-09-14,30.5,26.3,35.0,26.3 - 35.0,27.2-33.6
"Delayed or Did Not Get Care, Last 4 Weeks",National Estimate,United States,United States,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,36.4,35.7,37.0,35.7 - 37.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,18 - 29 years,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,35.6,33.7,37.5,33.7 - 37.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,30 - 39 years,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,39.1,37.6,40.6,37.6 - 40.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,40 - 49 years,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,39.8,38.1,41.5,38.1 - 41.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,50 - 59 years,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,38.4,36.9,39.9,36.9 - 39.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,60 - 69 years,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,33.8,32.2,35.4,32.2 - 35.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,70 - 79 years,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,29.7,27.9,31.6,27.9 - 31.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,80 years and above,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,29.8,25.0,34.8,25.0 - 34.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Male,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,32.3,31.4,33.1,31.4 - 33.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Female,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,40.1,39.2,41.1,39.2 - 41.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,40.5,38.2,42.9,38.2 - 42.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,34.8,34.2,35.4,34.2 - 35.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,36.3,34.0,38.7,34.0 - 38.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,37.3,35.2,39.4,35.2 - 39.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,44.7,41.9,47.5,41.9 - 47.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Less than a high school diploma,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,35.5,31.7,39.3,31.7 - 39.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,High school diploma or GED,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,31.5,30.1,32.9,30.1 - 32.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Some college/Associate's degree,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,38.7,37.8,39.6,37.8 - 39.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,38.7,37.9,39.5,37.9 - 39.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alabama,Alabama,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,36.2,32.0,40.6,32.0 - 40.6,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alaska,Alaska,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,42.8,38.4,47.3,38.4 - 47.3,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arizona,Arizona,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,34.8,31.6,38.0,31.6 - 38.0,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arkansas,Arkansas,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,37.1,33.2,41.2,33.2 - 41.2,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,California,California,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,43.2,40.7,45.7,40.7 - 45.7,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Colorado,Colorado,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,36.4,33.2,39.7,33.2 - 39.7,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Connecticut,Connecticut,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,39.2,35.7,42.8,35.7 - 42.8,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Delaware,Delaware,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,33.2,28.0,38.7,28.0 - 38.7,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,43.7,38.8,48.6,38.8 - 48.6,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Florida,Florida,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,37.3,34.5,40.1,34.5 - 40.1,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Georgia,Georgia,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,37.6,34.0,41.2,34.0 - 41.2,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Hawaii,Hawaii,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,37.6,32.6,42.9,32.6 - 42.9,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Idaho,Idaho,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,33.2,29.6,36.9,29.6 - 36.9,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Illinois,Illinois,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,36.6,33.7,39.5,33.7 - 39.5,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Indiana,Indiana,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,32.2,29.0,35.5,29.0 - 35.5,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Iowa,Iowa,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,31.1,27.0,35.4,27.0 - 35.4,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kansas,Kansas,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,31.1,28.0,34.4,28.0 - 34.4,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kentucky,Kentucky,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,32.4,28.9,36.1,28.9 - 36.1,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Louisiana,Louisiana,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,33.2,29.4,37.2,29.4 - 37.2,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maine,Maine,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,33.6,28.9,38.5,28.9 - 38.5,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maryland,Maryland,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,38.0,35.0,41.2,35.0 - 41.2,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,38.1,34.9,41.3,34.9 - 41.3,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Michigan,Michigan,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,32.0,29.1,35.1,29.1 - 35.1,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Minnesota,Minnesota,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,34.2,31.3,37.2,31.3 - 37.2,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Mississippi,Mississippi,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,36.4,31.9,41.1,31.9 - 41.1,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Missouri,Missouri,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,30.8,28.3,33.3,28.3 - 33.3,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Montana,Montana,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,34.1,30.1,38.3,30.1 - 38.3,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nebraska,Nebraska,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,30.3,26.3,34.5,26.3 - 34.5,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nevada,Nevada,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,37.5,33.5,41.6,33.5 - 41.6,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,33.0,29.7,36.4,29.7 - 36.4,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Jersey,New Jersey,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,38.9,34.9,42.9,34.9 - 42.9,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Mexico,New Mexico,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,42.0,37.8,46.3,37.8 - 46.3,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New York,New York,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,37.0,33.4,40.6,33.4 - 40.6,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Carolina,North Carolina,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,34.0,29.4,38.9,29.4 - 38.9,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Dakota,North Dakota,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,30.4,26.2,34.8,26.2 - 34.8,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Ohio,Ohio,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,31.9,28.5,35.5,28.5 - 35.5,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,34.1,30.5,37.8,30.5 - 37.8,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oregon,Oregon,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,42.4,39.7,45.2,39.7 - 45.2,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,33.2,30.0,36.5,30.0 - 36.5,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,36.9,31.9,42.2,31.9 - 42.2,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Carolina,South Carolina,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,34.6,30.1,39.4,30.1 - 39.4,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Dakota,South Dakota,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,25.5,22.5,28.6,22.5 - 28.6,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Tennessee,Tennessee,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,31.6,28.0,35.3,28.0 - 35.3,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Texas,Texas,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,36.3,33.6,39.1,33.6 - 39.1,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Utah,Utah,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,31.5,29.3,33.8,29.3 - 33.8,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Vermont,Vermont,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,28.6,23.4,34.1,23.4 - 34.1,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Virginia,Virginia,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,35.7,32.4,39.1,32.4 - 39.1,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Washington,Washington,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,39.2,36.8,41.7,36.8 - 41.7,37.6-43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,West Virginia,West Virginia,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,36.1,30.6,41.7,30.6 - 41.7,34.7-37.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,32.3,28.8,36.0,28.8 - 36.0,32.3-34.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wyoming,Wyoming,2,15,Sep 16 - Sep 28,2020-09-16,2020-09-28,28.4,24.3,32.8,24.3 - 32.8,25.5-32.2
"Delayed or Did Not Get Care, Last 4 Weeks",National Estimate,United States,United States,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,35.4,34.7,36.1,34.7 - 36.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,18 - 29 years,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,36.6,34.4,38.9,34.4 - 38.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,30 - 39 years,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,38.4,36.9,40.0,36.9 - 40.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,40 - 49 years,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,38.1,36.7,39.5,36.7 - 39.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,50 - 59 years,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,37.0,35.7,38.3,35.7 - 38.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,60 - 69 years,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,32.5,30.9,34.1,30.9 - 34.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,70 - 79 years,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,29.4,27.1,31.6,27.1 - 31.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,80 years and above,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,24.0,19.6,28.8,19.6 - 28.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Male,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,31.7,30.6,32.7,30.6 - 32.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Female,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,38.9,38.0,39.8,38.0 - 39.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,40.1,37.3,43.0,37.3 - 43.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,33.6,32.9,34.3,32.9 - 34.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,35.3,33.1,37.5,33.1 - 37.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,38.1,35.6,40.7,35.6 - 40.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,44.5,41.1,48.0,41.1 - 48.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Less than a high school diploma,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,36.9,33.4,40.6,33.4 - 40.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,High school diploma or GED,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,30.9,29.3,32.5,29.3 - 32.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Some college/Associate's degree,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,37.9,37.0,38.8,37.0 - 38.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,36.8,36.1,37.6,36.1 - 37.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alabama,Alabama,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,32.3,27.9,36.8,27.9 - 36.8,31.7-34.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alaska,Alaska,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,40.9,37.9,43.8,37.9 - 43.8,36.0-43.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arizona,Arizona,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,34.9,31.7,38.2,31.7 - 38.2,34.1-35.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arkansas,Arkansas,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,32.9,28.9,37.0,28.9 - 37.0,31.7-34.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,California,California,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,41.5,38.6,44.5,38.6 - 44.5,36.0-43.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Colorado,Colorado,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,33.6,31.0,36.3,31.0 - 36.3,31.7-34.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Connecticut,Connecticut,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,33.9,30.5,37.4,30.5 - 37.4,31.7-34.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Delaware,Delaware,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,31.3,26.5,36.4,26.5 - 36.4,26.7-31.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,43.0,37.5,48.6,37.5 - 48.6,36.0-43.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Florida,Florida,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,37.0,34.0,40.0,34.0 - 40.0,36.0-43.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Georgia,Georgia,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,34.0,30.1,38.1,30.1 - 38.1,31.7-34.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Hawaii,Hawaii,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,35.9,30.9,41.1,30.9 - 41.1,34.1-35.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Idaho,Idaho,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,29.5,26.2,33.0,26.2 - 33.0,26.7-31.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Illinois,Illinois,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,33.2,30.1,36.4,30.1 - 36.4,31.7-34.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Indiana,Indiana,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,30.7,27.7,33.7,27.7 - 33.7,26.7-31.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Iowa,Iowa,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,33.6,29.4,37.9,29.4 - 37.9,31.7-34.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kansas,Kansas,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,29.8,26.2,33.7,26.2 - 33.7,26.7-31.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kentucky,Kentucky,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,31.7,27.1,36.6,27.1 - 36.6,31.7-34.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Louisiana,Louisiana,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,30.5,26.1,35.1,26.1 - 35.1,26.7-31.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maine,Maine,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,35.8,30.6,41.2,30.6 - 41.2,34.1-35.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maryland,Maryland,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,37.2,34.2,40.3,34.2 - 40.3,36.0-43.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,40.0,36.5,43.6,36.5 - 43.6,36.0-43.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Michigan,Michigan,2,16,Sep 30 - Oct 12,2020-09-30,2020-10-12,34.8,31.5,38.2,31.5 - 38.2,34.1-35.9
